==========================================
SOFTWARE PACKAGE INVENTORY REPORT
==========================================
TimeStamp           : 08-07-2026 19:25:33
Operating System    : Ubuntu 24.04.4 LTS
Package Manager     : apt
Installed Packages  : 2077
Available Updates   : 8

==========================================
INSTALLED PACKAGE LIST
totem-common 43.0-2ubuntu4 Installed
totem-plugins 43.0-2ubuntu4 Installed
tpm-udev 0.6ubuntu1 Installed
trace-cmd 3.2-1ubuntu2 Installed
tracker 3.7.1-1build1 Installed
tracker-extract 3.7.1-1ubuntu0.1 Installed
tracker-miner-fs 3.7.1-1ubuntu0.1 Installed
transmission-common 4.0.5-1ubuntu0.1 Installed
transmission-gtk 4.0.5-1ubuntu0.1 Installed
tree 2.1.1-2ubuntu3.24.04.2 Installed
tzdata 2026a-0ubuntu0.24.04.1 Installed
ubuntu-advantage-desktop-daemon 1.11ubuntu0.1 Installed
ubuntu-desktop 1.539.2 Installed
ubuntu-desktop-minimal 1.539.2 Installed
ubuntu-docs 24.04.2 Installed
ubuntu-drivers-common 1:0.9.7.6ubuntu3.7 Installed
ubuntu-kernel-accessories 1.539.2 Installed
ubuntu-keyring 2023.11.28.1 Installed
ubuntu-minimal 1.539.2 Installed
ubuntu-mono 24.04-0ubuntu1 Installed
ubuntu-pro-client 37.2ubuntu~24.04 Installed
ubuntu-pro-client-l10n 37.2ubuntu~24.04 Installed
ubuntu-release-upgrader-core 1:24.04.28 Installed
ubuntu-release-upgrader-gtk 1:24.04.28 Installed
ubuntu-report 1.7.3ubuntu0.24.04.3 Installed
ubuntu-restricted-addons 29 Installed
ubuntu-session 46.0-1ubuntu4 Installed
ubuntu-settings 24.04.6 Installed
ubuntu-standard 1.539.2 Installed
ubuntu-wallpapers 24.04.2 Installed
ubuntu-wallpapers-noble 24.04.2 Installed
ucf 3.0043+nmu1 Installed
udev 255.4-1ubuntu8.16 Installed
udisks2 2.10.1-6ubuntu1.3 Installed
ufw 0.36.2-6 Installed
unattended-upgrades 2.9.1+nmu4ubuntu1 Installed
unicode-data 15.1.0-1 Installed
uno-libs-private 4:24.2.7-0ubuntu0.24.04.5 Installed
unzip 6.0-28ubuntu4.1 Installed
update-inetd 4.53 Installed
update-manager 1:24.04.12 Installed
update-manager-core 1:24.04.12 Installed
update-notifier 3.192.68.2 Installed
update-notifier-common 3.192.68.2 Installed
upower 1.90.3-1 Installed
ure 4:24.2.7-0ubuntu0.24.04.5 Installed
usb-creator-common 0.3.17 Installed
usb-creator-gtk 0.3.17 Installed
usb-modeswitch 2.6.1-3ubuntu3 Installed
usb-modeswitch-data 20191128-6 Installed
usb.ids 2024.03.18-1 Installed
usbmuxd 1.1.1-5~exp3ubuntu2.1 Installed
usbutils 1:017-3build1 Installed
util-linux 2.39.3-9ubuntu6.5 Installed
uuid-runtime 2.39.3-9ubuntu6.5 Installed
va-driver-all:amd64 2.20.0-2ubuntu0.2 Installed
vdpau-driver-all:amd64 1.5-2build1 Installed
vim-common 2:9.1.0016-1ubuntu7.17 Installed
vim-tiny 2:9.1.0016-1ubuntu7.17 Installed
wamerican 2020.12.07-2 Installed
wbritish 2020.12.07-2 Installed
webp-pixbuf-loader:amd64 0.2.4-2build2 Installed
wget 1.21.4-1ubuntu4.1 Installed
whiptail 0.52.24-2ubuntu2 Installed
whoopsie 0.2.77ubuntu0.1 Installed
whoopsie-preferences 23build3 Installed
wireless-regdb 2025.10.07-0ubuntu1~24.04.1 Installed
wireless-tools 30~pre9-16.1ubuntu2 Installed
wireplumber 0.4.17-1ubuntu4.1 Installed
wpasupplicant 2:2.10-21ubuntu0.4 Installed
x11-apps 7.7+11build3 Installed
x11-common 1:7.7+23ubuntu3 Installed
x11-session-utils 7.7+6build2 Installed
x11-utils 7.7+6build2 Installed
x11-xkb-utils 7.7+8build2 Installed
x11-xserver-utils 7.7+10build2 Installed
x11proto-dev 2023.2-1 Installed
xauth 1:1.1.2-1build1 Installed
xbitmaps 1.1.1-2.2 Installed
xbrlapi 6.6-4ubuntu5 Installed
xcursor-themes 1.0.6-0ubuntu1 Installed
xcvt 0.1.2-1build1 Installed
xdg-dbus-proxy 0.1.5-1ubuntu0.2 Installed
xdg-desktop-portal 1.18.4-1ubuntu2.24.04.2 Installed
xdg-desktop-portal-gnome 46.2-0ubuntu1 Installed
xdg-desktop-portal-gtk 1.15.1-1build2 Installed
xdg-user-dirs 0.18-1build1 Installed
xdg-user-dirs-gtk 0.11-1build2 Installed
xdg-utils 1.1.3-4.1ubuntu3 Installed
xfonts-base 1:1.0.5+nmu1 Installed
xfonts-cyrillic 1:1.0.5+nmu1 Installed
xfonts-encodings 1:1.0.5-0ubuntu2 Installed
xfonts-scalable 1:1.0.3-1.3 Installed
xfonts-utils 1:7.7+6build3 Installed
xinit 1.4.1-0ubuntu5 Installed
xinput 1.6.4-1build1 Installed
xkb-data 2.41-2ubuntu1.1 Installed
xml-core 0.19 Installed
xorg 1:7.7+23ubuntu3 Installed
xorg-docs-core 1:1.7.1-1.2 Installed
xorg-sgml-doctools 1:1.11-1.1 Installed
xorriso 1:1.5.6-1.1ubuntu3 Installed
xserver-common 2:21.1.12-1ubuntu1.6 Installed
xserver-xephyr 2:21.1.12-1ubuntu1.6 Installed
xserver-xorg 1:7.7+23ubuntu3 Installed
xserver-xorg-core 2:21.1.12-1ubuntu1.6 Installed
xserver-xorg-input-all 1:7.7+23ubuntu3 Installed
xserver-xorg-input-libinput 1.4.0-1ubuntu24.04.1 Installed
xserver-xorg-input-wacom 1:1.2.0-1ubuntu2 Installed
xserver-xorg-legacy 2:21.1.12-1ubuntu1.6 Installed
xserver-xorg-video-all 1:7.7+23ubuntu3 Installed
xserver-xorg-video-amdgpu 23.0.0-1ubuntu0.24.04.1 Installed
xserver-xorg-video-ati 1:22.0.0-1build1 Installed
xserver-xorg-video-fbdev 1:0.5.0-2build2 Installed
xserver-xorg-video-intel 2:2.99.917+git20210115-1build1 Installed
xserver-xorg-video-nouveau 1:1.0.17-2ubuntu0.1 Installed
xserver-xorg-video-nvidia-580 580.159.03-0ubuntu0.24.04.1 Installed
xserver-xorg-video-qxl 0.1.6-1build1 Installed
xserver-xorg-video-radeon 1:22.0.0-1build1 Installed
xserver-xorg-video-vesa 1:2.6.0-1ubuntu0.1 Installed
xserver-xorg-video-vmware 1:13.4.0-1build1 Installed
xtrans-dev 1.4.0-1 Installed
xvfb 2:21.1.12-1ubuntu1.6 Installed
xwayland 2:23.2.6-1ubuntu0.8 Installed
xxd 2:9.1.0016-1ubuntu7.17 Installed
xz-utils 5.6.1+really5.4.5-1ubuntu0.3 Installed
yaru-theme-gnome-shell 24.04.2-0ubuntu1 Installed
yaru-theme-gtk 24.04.2-0ubuntu1 Installed
yaru-theme-icon 24.04.2-0ubuntu1 Installed
yaru-theme-sound 24.04.2-0ubuntu1 Installed
yelp 42.2-1ubuntu0.24.04.1 Installed
yelp-xsl 42.1-2ubuntu0.24.04.1 Installed
yt-dlp 2024.04.09-1 Installed
zenity 4.0.1-1build3 Installed
zenity-common 4.0.1-1build3 Installed
zip 3.0-13ubuntu0.2 Installed
zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2.1 Installed
zlib1g:i386 1:1.3.dfsg-3.1ubuntu2.1 Installed
zlib1g-dev:amd64 1:1.3.dfsg-3.1ubuntu2.1 Installed
zstd 1.5.5+dfsg2-2build1.1 Installed
